"id","Name","City","Country","IATA","Latitude","Longitude"
"1782","Los Cabos International Airport","San Jose Del Cabo","Mexico","SJD","23.15180016","-109.7210007"
"950","Principe Airport","Principe","Sao Tome and Principe","PCP","1.662940025","7.411739826"
"4121","Ngorangora Airport","Kirakira","Solomon Islands","IRA","-10.44970036","161.897995"
"563","RAF Honington","Honington","United Kingdom","BEQ","52.34260178","0.772939026"
"135","Nanisivik Airport","Nanisivik","Canada","YSR","72.982201","-84.613602"
"2477","Ponta Porã Airport","Ponta Pora","Brazil","PMG","-22.5496006","-55.70259857"
"3872","Hawke's Bay Airport","NAPIER","New Zealand","NPE","-39.465801","176.869995"
"10509","Gamboola Airport","Wrotham","Australia","GBP","-16.54999924","143.6670074"
"2100","Dubai International Airport","Dubai","United Arab Emirates","DXB","25.25279999","55.36439896"
"1709","Cibao International Airport","Santiago","Dominican Republic","STI","19.40609932","-70.60469818"
"2182","Matsumoto Airport","Matsumoto","Japan","MMJ","36.16680145","137.9230042"
"8505","Dunsmuir Muni-Mott Airport","Mount Shasta","United States","MHS","41.263199","-122.272003"
"3105","Butterworth Airport","Butterworth","Malaysia","BWH","5.465919971","100.3909988"
"6654","Beni Mellal Airport","Beni Mellal","Morocco","BEM","32.401895","-6.315905"
"7568","Bunyu Airport","Bunyu","Indonesia","BYQ","3.455719948","117.8669968"
"9524","Triangle North Executive Airport","Louisburg","United States","LFN","36.0233","-78.330299"
"9413","Angama Airport","Kawai","Kenya","ANA","-1.27156","34.955513"
"1285","Bastia-Poretta Airport","Bastia","France","BIA","42.55270004","9.483730316"
"4054","Sabiha Gökçen International Airport","Istanbul","Turkey","SAW","40.89860153","29.30920029"
"2647","Capitan FAP Jose A Quinones Gonzales International Airport","Chiclayo","Peru","CIX","-6.787479877","-79.82810211"
"3568","New Orleans NAS JRB/Alvin Callender Field","New Orleans","United States","NBG","29.82530022","-90.03500366"
"8231","Roche Harbor                            ","Friday Harbor","United States","RCE","48.6123","-123.1385"
"8041","MILANO/BRESSO","","Italy","MIL","45.5406","9.2022"
"1162","Plovdiv International Airport","Plovdiv","Bulgaria","PDV","42.067799","24.8508"
"1489","Milano Linate Airport","Milan","Italy","LIN","45.445099","9.27674"
"4487","Kahramanmaraş Airport","Kahramanmaras","Turkey","KCM","37.53882599","36.95352173"
